domain,metric,mean,std,median,min,max,n
General Knowledge,RAGAS_faithfulness,0.9415422885572139,0.19191076100091195,1.0,0.0,1.0,67
General Knowledge,RAGAS_answer_relevancy,0.8488805970149254,0.30036066816655,1.0,0.0,1.0,67
General Knowledge,RAGAS_context_precision,0.590724946695096,0.2700346072991819,0.5,0.0,1.0,67
General Knowledge,RAGAS_context_recall,0.8980099502487562,0.257799585263667,1.0,0.0,1.0,67
General Knowledge,DeepEval_faithfulness,0.9365671641791045,0.20157709017290884,1.0,0.0,1.0,67
General Knowledge,DeepEval_answer_relevancy,0.8791044776119403,0.21640122208305837,1.0,0.0,1.0,67
General Knowledge,DeepEval_contextual_precision,0.5864690831556503,0.24897108216883432,0.5,0.0,1.0,67
General Knowledge,DeepEval_contextual_recall,0.8306538734896943,0.2705552116624107,1.0,0.0,1.0,67
General Knowledge,DeepEval_hallucination,0.08208955223880597,0.24894243369347624,0.0,0.0,1.0,67
General Knowledge,G-Eval_coherence,0.8022388059701493,0.2871533266684099,1.0,0.0,1.0,67
General Knowledge,G-Eval_consistency,0.9373134328358208,0.1944968807847745,1.0,0.0,1.0,67
General Knowledge,G-Eval_fluency,0.8992537313432836,0.2089824802924864,1.0,0.0,1.0,67
General Knowledge,G-Eval_relevance,0.9171641791044777,0.20680693653853172,1.0,0.0,1.0,67
General Knowledge,RAGChecker_claim_recall,0.7443459370176805,0.13150318827763582,0.7574472721874637,0.0,0.975279908314499,67
General Knowledge,RAGChecker_context_utilization,0.6111765205567612,0.33473633377017775,0.438375550703838,0.0,1.0,67
General Knowledge,RAGChecker_faithfulness,0.062161413687893206,0.13519654406380952,0.0147439825309259,0.0,1.0,67
General Knowledge,RAGChecker_noise_sensitivity,0.9234265213730068,0.13946954022095995,0.9787488115084484,0.0,1.0,67
General Knowledge,RAGChecker_hallucination,0.9469538937582945,0.12892731111973255,0.9951155136967916,0.0,1.0,67
General Knowledge,TRACe_utilization,0.8122643251436411,0.17172172417923098,0.8661600685015106,0.0385385881799525,1.0,67
General Knowledge,TRACe_relevance,0.2544147902508687,0.2290387587140745,0.2197361840919416,0.0,1.0,67
General Knowledge,TRACe_adherence,0.7697788757377902,0.15597525853604033,0.7930088728966819,0.0,0.9785395702942208,67
General Knowledge,TRACe_completeness,0.4431993574459603,0.3713119046825406,0.1868279925803656,0.0,1.0,67
General Knowledge,ARES_context_relevance,0.4202448996425007,0.28521456854764743,0.4427433230786204,0.0342753144921257,0.9164408271251918,67
General Knowledge,ARES_answer_faithfulness,0.7996113499621978,0.14862745823339926,0.8418908600699182,0.0,1.0,67
General Knowledge,ARES_answer_relevance,0.5948957703851588,0.21964527668391268,0.6502519700742382,0.0,0.9719096881004344,67
General Knowledge,BERTScore_precision,0.16137696521633163,0.13772489354417658,0.125507957474466,0.0,0.6978971255499081,67
General Knowledge,BERTScore_recall,0.17210152014699226,0.14849657348712172,0.1282411710162435,0.0,0.7573812655110107,67
General Knowledge,BERTScore_f1,0.1775458441383981,0.1420656040129241,0.1476030644282719,0.0,0.7445697111429066,67
General Knowledge,UniEval_coherence,0.6715117376994588,0.26091667830349896,0.7967782838294646,0.038231425719239,1.0,67
General Knowledge,UniEval_consistency,0.6715237237079844,0.13309435079247564,0.6905778974511514,0.1229541940791402,0.9237280810251702,67
General Knowledge,UniEval_fluency,0.8418373094346239,0.21778446465008006,0.9238698147768764,0.0,1.0,67
General Knowledge,UniEval_relevance,0.60259641712968,0.2257674947834994,0.617669456089178,0.0,1.0,67
General Knowledge,UniEval_overall,0.6042100764379138,0.2100338612552467,0.6150029437653416,0.1784238699696757,1.0,67
General Knowledge,QAFactEval_factual_consistency,0.23229078642459386,0.17200731563101734,0.2132839326375903,0.0,1.0,67
General Knowledge,FaithJudge_faithfulness,0.9494328358208955,0.182592958797546,1.0,0.0,1.0,67
General Knowledge,FaithJudge_hallucination_rate,0.04643283582089552,0.18204779790938,0.0,0.0,1.0,67
General Knowledge,FaithJudge_grounding_score,0.9494328358208955,0.182592958797546,1.0,0.0,1.0,67
General Knowledge,FaithJudge_subtle_error_detection,0.020437810945273627,0.09523980382262696,0.0,0.0,0.6666666666666666,67
General Knowledge,ReDeEP_external_context_score,0.339860430843022,0.13371113044203406,0.3714926228333465,0.0,1.0,67
General Knowledge,ReDeEP_parametric_knowledge_score,0.21665220113299802,0.17050843082130546,0.1809798948896602,0.0,0.9400639638610476,67
General Knowledge,ReDeEP_redeep_score,0.5331262847690488,0.126164687878158,0.540395956998686,0.0569680232711102,1.0,67
General Knowledge,ReDeEP_copying_head_signal,0.5141654417965388,0.30603980226197636,0.5343070447838415,0.0051774127800042,1.0,67
General Knowledge,LettuceDetect_token_hallucination,0.16760501973755768,0.14045599872746894,0.1379214109605328,0.0,1.0,67
General Knowledge,LettuceDetect_span_precision,0.49676919581352996,0.296258797618683,0.4199879991201752,0.0,1.0,67
General Knowledge,LettuceDetect_example_f1,0.7262147789415119,0.17197599479756875,0.7835938747596761,0.2419249106887958,1.0,67
General Knowledge,LettuceDetect_confidence,0.5873930474171374,0.21133912533463062,0.6224934853475167,0.1095553424245439,0.9533616368238044,67
General Knowledge,LRP4RAG_context_relevance,0.5144747846846673,0.2177371300601933,0.5429494449395502,0.0,0.9193726184855416,67
General Knowledge,LRP4RAG_response_relevance,0.428387773390079,0.19455290243890325,0.4189854733747945,0.0645170879284188,0.9111644242068708,67
General Knowledge,LRP4RAG_relevance_consistency,0.8387862300819239,0.18036844261527576,0.8822728752268432,0.0,1.0,67
General Knowledge,LRP4RAG_lrp_classifier_score,0.4734356253142388,0.19702986072646778,0.50093490731524,0.0,0.8681712581746232,67
General Knowledge,LUMINA_context_utilization,0.7665977485939781,0.18293968459633214,0.8049578147975566,0.0,1.0,67
General Knowledge,LUMINA_knowledge_utilization,0.12595428452248364,0.13730883615939884,0.0992041129520434,0.0051413472829752,0.8644908034857867,67
General Knowledge,LUMINA_lumina_score,0.7334949787232256,0.1378146230580197,0.7604147960060785,0.0,0.9111336807810824,67
General Knowledge,LUMINA_signal_confidence,0.5187701296393784,0.17374636561867896,0.5177956081617411,0.0,0.9750769353506972,67
General Knowledge,HALT-RAG_nli_ensemble_score,0.1461522642724133,0.22566506652850132,0.0137025226402355,0.0,1.0,67
General Knowledge,HALT-RAG_lexical_overlap,0.7340843879678361,0.14040883469728563,0.7647785621177909,0.0,0.9296907257310808,67
General Knowledge,HALT-RAG_calibrated_confidence,0.4808204388744228,0.12919193743556454,0.4648139416713578,0.2365855320091909,1.0,67
General Knowledge,HALT-RAG_abstention_score,0.420534333565289,0.18026815201315527,0.4435403527302583,0.0462691676103804,0.9829876521956392,67
General Knowledge,MetaRAG_factoid_consistency,0.6293979400266804,0.24756167795465994,0.6970731998940846,0.0184634333485218,1.0,67
General Knowledge,MetaRAG_synonym_stability,0.9524913927586884,0.12771794450518711,0.9999593150693832,0.0,1.0,67
General Knowledge,MetaRAG_antonym_detection,0.3739460117199761,0.08790234089833357,0.3637793337707191,0.1929210973814563,0.6517147686362325,67
General Knowledge,MetaRAG_metarag_score,0.5208428235708893,0.267262050360082,0.638333054258808,0.0,1.0,67
General Knowledge,KG-RAG_kg_faithfulness,0.8111931971778323,0.1885191346750093,0.8559940217135721,0.0,1.0,67
General Knowledge,KG-RAG_kg_relevancy,0.662179196449423,0.30467647739320236,0.7212252602755899,0.058489495535491,1.0,67
General Knowledge,KG-RAG_community_overlap,0.7876390778760864,0.19748296029093132,0.8371534759267607,0.0,1.0,67
General Knowledge,KG-RAG_multi_hop_score,0.47883072426548023,0.2170796817800524,0.4839524900978436,0.0,0.9954900738527176,67
General Knowledge,GaRAGe_relevance_aware_factuality,0.9305160355589677,0.15065497846953427,0.9933142073687972,0.3093414104450467,1.0,67
General Knowledge,GaRAGe_grounding_precision,0.692829525187128,0.22235383281948623,0.7049254260532671,0.1365265178395037,1.0,67
General Knowledge,GaRAGe_deflection_score,0.789517666502415,0.125845434986227,0.7950240742570126,0.0825243232628362,1.0,67
General Knowledge,GaRAGe_over_summarization,0.6414700615711194,0.22213441185506078,0.6320035666169033,0.0,1.0,67
General Knowledge,HSAD_spectral_consistency,0.7117528076515581,0.17502520606654245,0.7372317196119588,0.1044125470202895,1.0,67
General Knowledge,HSAD_temporal_stability,0.385098429770822,0.3299829684603684,0.1761454000867608,0.0,1.0,67
General Knowledge,HSAD_confidence_score,0.6788627406219855,0.17476802142134226,0.6700561550350888,0.0,1.0,67
General Knowledge,HSAD_hallucination_probability,0.3209626539027065,0.17876314625516504,0.3070737166384987,0.0,1.0,67
General Knowledge,SIRG_semantic_grounding,0.8967574236120152,0.1531223969988792,0.938299647615642,0.0,1.0,67
General Knowledge,SIRG_linking_ratio,0.34266473490708016,0.17318598000901653,0.3349086654491952,0.0,1.0,67
General Knowledge,SIRG_attribution_consistency,0.7609337103485825,0.27871435376724074,0.899572891252661,0.0578852949544107,1.0,67
General Knowledge,SIRG_sirg_score,0.8696514589236521,0.16807501152595644,0.9398543277660626,0.0,1.0,67
Finance,RAGAS_faithfulness,0.8443496801705757,0.23489875822715417,1.0,0.0,1.0,67
Finance,RAGAS_answer_relevancy,0.9458955223880597,0.11962670907912562,1.0,0.3749999999999999,1.0,67
Finance,RAGAS_context_precision,0.5920398009950248,0.2802169405039858,0.6666666666666666,0.0,1.0,67
Finance,RAGAS_context_recall,0.8166666666666667,0.29949452365105056,1.0,0.0,1.0,67
Finance,DeepEval_faithfulness,0.7823027718550106,0.29214069730176423,1.0,0.0,1.0,67
Finance,DeepEval_answer_relevancy,0.9507462686567164,0.07461646241372509,1.0,0.7,1.0,67
Finance,DeepEval_contextual_precision,0.485820895522388,0.19852901244490911,0.5,0.0,1.0,67
Finance,DeepEval_contextual_recall,0.8111940298507462,0.22801271561545816,1.0,0.0,1.0,67
Finance,DeepEval_hallucination,0.12960199004975126,0.31662441099681077,0.0,0.0,1.0,67
Finance,G-Eval_coherence,0.9402985074626866,0.15745100391582842,1.0,0.0,1.0,67
Finance,G-Eval_consistency,0.9611940298507463,0.12179867128771824,1.0,0.4,1.0,67
Finance,G-Eval_fluency,0.9589552238805971,0.09330845439557733,1.0,0.7500000000000001,1.0,67
Finance,G-Eval_relevance,0.9701492537313431,0.09376780699271217,1.0,0.6,1.0,67
Finance,RAGChecker_claim_recall,0.7733097285190874,0.0891542584687811,0.7667806910824855,0.5741343084222377,0.960211668797847,67
Finance,RAGChecker_context_utilization,0.48585241187160244,0.3476180411638601,0.3221827705942788,0.0,1.0,67
Finance,RAGChecker_faithfulness,0.08012499223142293,0.08889883075766157,0.0544079097398367,0.0,0.3566373436145627,67
Finance,RAGChecker_noise_sensitivity,0.9439157945752825,0.08211673619263649,0.9982294436767848,0.6054343272450028,1.0,67
Finance,RAGChecker_hallucination,0.9620324158340038,0.057258654376574285,1.0,0.7289551630849493,1.0,67
Finance,TRACe_utilization,0.5466997233527869,0.211653840131002,0.5507667464041673,0.0,0.9794913931463828,67
Finance,TRACe_relevance,0.21032856670954314,0.1922904490475664,0.1876174077582288,0.0,0.8464556872065648,67
Finance,TRACe_adherence,0.5521214036137121,0.2140808692509152,0.5480057328757547,0.1531959985211694,0.970895539153426,67
Finance,TRACe_completeness,0.822128180856397,0.30527973518409685,1.0,0.077994035754794,1.0,67
Finance,ARES_context_relevance,0.40400861036358693,0.31114671830905216,0.23078185120194,0.0,1.0,67
Finance,ARES_answer_faithfulness,0.5929302817216537,0.22211627088197564,0.6160648133473456,0.0280200569310171,0.935457465692481,67
Finance,ARES_answer_relevance,0.5792024090541388,0.22823743859792778,0.662043659553177,0.1833204173299513,0.9190188625982824,67
Finance,BERTScore_precision,0.2105167566995261,0.1952507873926908,0.141247152505197,0.0,0.8777158281962774,67
Finance,BERTScore_recall,0.21616744120060008,0.19440788712118873,0.1522026508624273,0.0,0.8928751508317138,67
Finance,BERTScore_f1,0.22180792799686966,0.19815415723303065,0.1486137278474829,0.0,0.9116741608872876,67
Finance,UniEval_coherence,0.5895986979708026,0.22099034784949032,0.6110369962589991,0.1482518875732749,0.9861254904043272,67
Finance,UniEval_consistency,0.525894024557546,0.1900387782097798,0.5417685920456211,0.0,1.0,67
Finance,UniEval_fluency,0.6796118481528801,0.21999188455187504,0.6913535265396179,0.1277135506284012,1.0,67
Finance,UniEval_relevance,0.5711372520302561,0.16643345725793862,0.5881847364530693,0.0250250818153213,0.9518752197147812,67
Finance,UniEval_overall,0.4332827639386324,0.18573163751862404,0.4411339548964528,0.0,0.9722571816573964,67
Finance,QAFactEval_factual_consistency,0.2481011121243508,0.18518480135767926,0.2327850581194373,0.0,0.693203527447797,67
Finance,FaithJudge_faithfulness,0.9189552238805969,0.14474977708004197,0.98,0.31,0.98,67
Finance,FaithJudge_hallucination_rate,0.051343283582089554,0.14106827835750918,0.0,0.0,0.67,67
Finance,FaithJudge_grounding_score,0.938955223880597,0.14474977708004197,1.0,0.33,1.0,67
Finance,FaithJudge_subtle_error_detection,0.05358919687277896,0.16491419048829234,0.0,0.0,1.0,67
Finance,ReDeEP_external_context_score,0.21665220688152018,0.10116488978252998,0.2215319349843605,0.0469867132376257,0.4359766390942979,67
Finance,ReDeEP_parametric_knowledge_score,0.47582045129558126,0.20875395505469238,0.4981518231290615,0.0,0.8677499371327092,67
Finance,ReDeEP_redeep_score,0.38241041958744637,0.1292979998376755,0.3895893299762281,0.0658555261924136,0.6876804168938525,67
Finance,ReDeEP_copying_head_signal,0.3798497652183259,0.29596747307546856,0.3535788335432507,0.0,1.0,67
Finance,LettuceDetect_token_hallucination,0.2668111294225044,0.12038147266607871,0.2461053578861497,0.0379360777227241,0.6730909931872018,67
Finance,LettuceDetect_span_precision,0.3216340703288378,0.16679403637722381,0.2841645008978355,0.0920901097981037,0.9838393800642184,67
Finance,LettuceDetect_example_f1,0.6301599032182973,0.16188330440396567,0.6190439274969424,0.2558751336322813,0.9828660386981029,67
Finance,LettuceDetect_confidence,0.4060725826668614,0.16947581054341482,0.4027957889871377,0.0438110195640334,0.8530706628341236,67
Finance,LRP4RAG_context_relevance,0.594633770368712,0.21399924164306292,0.6186021606837472,0.1581778852796356,1.0,67
Finance,LRP4RAG_response_relevance,0.4041758935144694,0.20269561515924608,0.407090043982959,0.0081204787377082,1.0,67
Finance,LRP4RAG_relevance_consistency,0.6296160936833729,0.1838262528322879,0.6326141036351053,0.2034529609054488,1.0,67
Finance,LRP4RAG_lrp_classifier_score,0.5658910488771642,0.1981281904360838,0.5663698473457471,0.154257750535456,1.0,67
Finance,LUMINA_context_utilization,0.4888966066907866,0.20706695101105507,0.4793818483593253,0.0874316503968846,0.9536178962704356,67
Finance,LUMINA_knowledge_utilization,0.2452117336828083,0.16826927252654097,0.213690953313657,0.0030063745295979,0.86595649466746,67
Finance,LUMINA_lumina_score,0.5601529092911408,0.16462863967962363,0.588751292723089,0.0854144486886983,1.0,67
Finance,LUMINA_signal_confidence,0.3841086070161328,0.15392135905859441,0.3637807545209114,0.1411464937912997,0.8377423453028425,67
Finance,HALT-RAG_nli_ensemble_score,0.11841379910891958,0.1579331470656943,0.0,0.0,0.5903404506559956,67
Finance,HALT-RAG_lexical_overlap,0.606734288380633,0.16136538891984897,0.6216770278670545,0.2263405733299408,0.9320905936924286,67
Finance,HALT-RAG_calibrated_confidence,0.43265305228498896,0.12285736432245421,0.4404033188403523,0.0924308010184853,0.7688239240403199,67
Finance,HALT-RAG_abstention_score,0.5272126659624744,0.1966048055850856,0.5363634947997159,0.0,1.0,67
Finance,MetaRAG_factoid_consistency,0.38717261193233377,0.20283253326103765,0.385321405184776,0.0,0.8545662239568925,67
Finance,MetaRAG_synonym_stability,0.9755217599813301,0.04110226538968929,1.0,0.8047829167824534,1.0,67
Finance,MetaRAG_antonym_detection,0.37624867251553523,0.12259998588063854,0.3679535345978834,0.1037467991334789,1.0,67
Finance,MetaRAG_metarag_score,0.3301748563026327,0.1868911838284069,0.269396088494715,0.093767187443654,0.8879045562506691,67
Finance,KG-RAG_kg_faithfulness,0.544314953540372,0.2144530397433621,0.5295401641132638,0.1557659638694455,1.0,67
Finance,KG-RAG_kg_relevancy,0.6196776134666474,0.3745691510450319,0.7434459090446867,0.0,1.0,67
Finance,KG-RAG_community_overlap,0.4985741240767322,0.23763215098674928,0.4514935920575668,0.1069271296946677,1.0,67
Finance,KG-RAG_multi_hop_score,0.5449081903208283,0.2226032530660577,0.5663348020354169,0.0,0.9938372994772386,67
Finance,GaRAGe_relevance_aware_factuality,0.7622899076012881,0.30289010511448067,0.9253404217544858,0.0,1.0,67
Finance,GaRAGe_grounding_precision,0.5489380559649397,0.3091115714530472,0.5465022652254141,0.0,1.0,67
Finance,GaRAGe_deflection_score,0.7096350486354972,0.20285204213739638,0.7144027901106215,0.0,1.0,67
Finance,GaRAGe_over_summarization,0.7072368308265563,0.20960995945727243,0.7588201857110757,0.0,0.9953684411103676,67
Finance,HSAD_spectral_consistency,0.5042035329392357,0.22073467827711654,0.5034364205236588,0.0,0.9727610099475206,67
Finance,HSAD_temporal_stability,0.6727387911192734,0.2575106409485652,0.7267755286865106,0.0,0.9891331538644618,67
Finance,HSAD_confidence_score,0.4286803910909178,0.184459066545124,0.4199655433377296,0.0820721892372422,0.838978963835838,67
Finance,HSAD_hallucination_probability,0.39601996416044605,0.1579167585182189,0.381445768027091,0.1297340989239969,0.8434620013479188,67
Finance,SIRG_semantic_grounding,0.7941459263641063,0.13803118585100063,0.8195076646677344,0.3466268374228866,1.0,67
Finance,SIRG_linking_ratio,0.3202279986515944,0.17037101559836135,0.3034547486932173,0.0264816060354122,0.9985411296284346,67
Finance,SIRG_attribution_consistency,0.5152238485854683,0.2719270550698439,0.5160489022050154,0.0,1.0,67
Finance,SIRG_sirg_score,0.7411081979295302,0.17020067684460927,0.7776617957863088,0.1736738672168281,1.0,67
Biomedicine,RAGAS_faithfulness,0.8013588263588263,0.27958101306053595,1.0,0.0,1.0,66
Biomedicine,RAGAS_answer_relevancy,0.8882575757575758,0.14892045482337832,1.0,0.3749999999999999,1.0,66
Biomedicine,RAGAS_context_precision,0.470959595959596,0.2249655359371572,0.4,0.0,1.0,66
Biomedicine,RAGAS_context_recall,0.7474747474747475,0.3878413018502225,1.0,0.0,1.0,66
Biomedicine,DeepEval_faithfulness,0.8746015348288075,0.22534983149594154,1.0,0.0,1.0,66
Biomedicine,DeepEval_answer_relevancy,0.8621212121212122,0.1286200744173457,0.9,0.3,1.0,66
Biomedicine,DeepEval_contextual_precision,0.47500000000000003,0.22875078814492217,0.5,0.0,1.0,66
Biomedicine,DeepEval_contextual_recall,0.7323232323232323,0.28837710928809374,0.775,0.0,1.0,66
Biomedicine,DeepEval_hallucination,0.1841269841269841,0.352758270748192,0.0,0.0,1.0,66
Biomedicine,G-Eval_coherence,0.8560606060606061,0.21510554681457258,1.0,0.25,1.0,66
Biomedicine,G-Eval_consistency,0.8696969696969695,0.2417689278054863,1.0,0.0,1.0,66
Biomedicine,G-Eval_fluency,0.9659090909090909,0.0864510047586274,1.0,0.7500000000000001,1.0,66
Biomedicine,G-Eval_relevance,0.9545454545454546,0.09795103671940177,1.0,0.6,1.0,66
Biomedicine,RAGChecker_claim_recall,0.7975578198568319,0.08025924998840196,0.7869275197004764,0.6218337537186976,1.0,66
Biomedicine,RAGChecker_context_utilization,0.6918296076927585,0.3201987006333208,0.8352084322711362,0.0479232812840808,1.0,66
Biomedicine,RAGChecker_faithfulness,0.04531710493718737,0.06064852538040745,0.00231995615687275,0.0,0.1931031371713966,66
Biomedicine,RAGChecker_noise_sensitivity,0.9327630414115347,0.09195022442264839,0.9954059558029268,0.6529994268139484,1.0,66
Biomedicine,RAGChecker_hallucination,0.971287788628506,0.04856675660608923,1.0,0.7989158501696632,1.0,66
Biomedicine,TRACe_utilization,0.6743856418642441,0.1802659603591098,0.7061580229339726,0.1443180789863949,1.0,66
Biomedicine,TRACe_relevance,0.32774018802783333,0.22752524801851848,0.3617480270931839,0.0,0.995969640088084,66
Biomedicine,TRACe_adherence,0.6702697058450768,0.16756901847928496,0.6932673794973774,0.0690120160896588,1.0,66
Biomedicine,TRACe_completeness,0.6394950315891854,0.3845844452330709,0.9422098080822324,0.0652853003271067,1.0,66
Biomedicine,ARES_context_relevance,0.28828719837999456,0.21575592583263375,0.22537883035577125,0.0117966363633479,0.9381564929467384,66
Biomedicine,ARES_answer_faithfulness,0.7290089757755118,0.1554961161757659,0.7608541334222843,0.0503186933298175,0.9552475208992264,66
Biomedicine,ARES_answer_relevance,0.49654911962856174,0.2044035772457523,0.44225152549889546,0.1914686463146821,1.0,66
Biomedicine,BERTScore_precision,0.3137979798261555,0.19343094465503094,0.2819955560488271,0.0258476213745909,1.0,66
Biomedicine,BERTScore_recall,0.30989912100936606,0.19993398411771543,0.2997436733459663,0.0,1.0,66
Biomedicine,BERTScore_f1,0.3210097978382771,0.20544274702212165,0.3013355495154333,0.0098934713235532,1.0,66
Biomedicine,UniEval_coherence,0.6365062216833544,0.225392612170597,0.6524169768834103,0.0,0.971110953566334,66
Biomedicine,UniEval_consistency,0.6130130933800721,0.1542592866037796,0.6402720988925259,0.121978122181373,0.9423273382703016,66
Biomedicine,UniEval_fluency,0.7809765842796516,0.1931647605539956,0.7936743060108848,0.2854687894829816,1.0,66
Biomedicine,UniEval_relevance,0.6170788774397021,0.1657879713708945,0.6304473212107133,0.0317839329503861,0.8895304800915028,66
Biomedicine,UniEval_overall,0.561509100852606,0.1647117066995403,0.5510214466215434,0.1358657685261457,0.9186639979097572,66
Biomedicine,QAFactEval_factual_consistency,0.2867209678064947,0.17838436317038853,0.2875305035121105,0.0,0.7131809217842124,66
Biomedicine,FaithJudge_faithfulness,0.8598333333333332,0.22209793981888906,0.97,0.0,0.97,66
Biomedicine,FaithJudge_hallucination_rate,0.1085,0.2259898057605526,0.0,0.0,1.0,66
Biomedicine,FaithJudge_grounding_score,0.8889242424242424,0.22570275282776825,1.0,0.0,1.0,66
Biomedicine,FaithJudge_subtle_error_detection,0.030565656565656563,0.12316783032234684,0.0,0.0,0.6666666666666666,66
Biomedicine,ReDeEP_external_context_score,0.2672688230012834,0.10680266695790806,0.26179895334801506,0.0,0.4526543831246961,66
Biomedicine,ReDeEP_parametric_knowledge_score,0.3353835731499875,0.19858955013364765,0.31354415976364347,0.0,1.0,66
Biomedicine,ReDeEP_redeep_score,0.41294596011857054,0.12864469516238247,0.4329990767262904,0.0,0.6440299967466334,66
Biomedicine,ReDeEP_copying_head_signal,0.42265238754271817,0.2702383552404599,0.39263565047059157,0.0,1.0,66
Biomedicine,LettuceDetect_token_hallucination,0.19984965471325333,0.12730625848947966,0.17557418951285914,0.0,0.644358415497553,66
Biomedicine,LettuceDetect_span_precision,0.3698560242686864,0.23683267707219707,0.3182008942670401,0.0704844947784312,1.0,66
Biomedicine,LettuceDetect_example_f1,0.6154722277022878,0.207904583583149,0.6314999856183596,0.0,0.981164949267978,66
Biomedicine,LettuceDetect_confidence,0.4511613950359718,0.22288723885892972,0.4043567829617458,0.0,1.0,66
Biomedicine,LRP4RAG_context_relevance,0.626290324676101,0.2158379622016535,0.6622059299111651,0.1765927789200688,0.9765846758199024,66
Biomedicine,LRP4RAG_response_relevance,0.4017150986404648,0.19942069640768187,0.431808707659881,0.0,0.8875071152979525,66
Biomedicine,LRP4RAG_relevance_consistency,0.6828922822790428,0.2130786318586004,0.6764394886771512,0.0766427017256707,1.0,66
Biomedicine,LRP4RAG_lrp_classifier_score,0.543945741883725,0.1798742682300669,0.5613911132623632,0.1077127675417853,0.9080199920857944,66
Biomedicine,LUMINA_context_utilization,0.6102556233367546,0.21410570034990145,0.6036062932874893,0.1104334492883142,0.9874010107744812,66
Biomedicine,LUMINA_knowledge_utilization,0.19006789370357596,0.16605670538005624,0.13399575840070854,0.0,1.0,66
Biomedicine,LUMINA_lumina_score,0.6372337910994279,0.1625507343802431,0.6649216557908311,0.0542820150941653,0.8774417755734425,66
Biomedicine,LUMINA_signal_confidence,0.4422667512409152,0.14918312389738028,0.4305826831553494,0.1466716216785833,1.0,66
Biomedicine,HALT-RAG_nli_ensemble_score,0.17714405733655375,0.23147460141744983,0.06965234836326036,0.0,0.7646472206326957,66
Biomedicine,HALT-RAG_lexical_overlap,0.6665817454740588,0.1587250146267377,0.6920655074409046,0.097759859134532,1.0,66
Biomedicine,HALT-RAG_calibrated_confidence,0.43295338696265395,0.1720727355196569,0.42623266690565464,0.0,0.8783214519873492,66
Biomedicine,HALT-RAG_abstention_score,0.5024644075514421,0.18206953948174917,0.47921504190820197,0.1520542457401662,0.9107971319975814,66
Biomedicine,MetaRAG_factoid_consistency,0.3523245606822714,0.24575237716606743,0.29752898102741504,0.0,0.9276587371175212,66
Biomedicine,MetaRAG_synonym_stability,0.9746115609514021,0.03656414315616132,0.9921305560159888,0.813775072884265,1.0,66
Biomedicine,MetaRAG_antonym_detection,0.34543587143258503,0.13103120152383432,0.35646813376341224,0.0,0.8914531544882155,66
Biomedicine,MetaRAG_metarag_score,0.3238319788244796,0.21112805147507163,0.2525387367846011,0.0874557424657911,0.9498489563816692,66
Biomedicine,KG-RAG_kg_faithfulness,0.6230830458992034,0.2250184889704547,0.6118336908415758,0.0411684334012765,1.0,66
Biomedicine,KG-RAG_kg_relevancy,0.39641398952543005,0.3483210824493214,0.19206730507749303,0.0282855898840477,1.0,66
Biomedicine,KG-RAG_community_overlap,0.5946039310529897,0.2314681547008775,0.5816812990323577,0.0547785448390587,1.0,66
Biomedicine,KG-RAG_multi_hop_score,0.6512513843829499,0.22213459398829166,0.6960941337888706,0.1024682478401197,1.0,66
Biomedicine,GaRAGe_relevance_aware_factuality,0.8725361445679765,0.25179667306070547,0.9794836587986651,0.0,1.0,66
Biomedicine,GaRAGe_grounding_precision,0.5576809279151053,0.2846460996070959,0.5475721010949719,0.0,1.0,66
Biomedicine,GaRAGe_deflection_score,0.7528246339164669,0.1522130136949349,0.7499949156940623,0.0337298432368482,1.0,66
Biomedicine,GaRAGe_over_summarization,0.6780713556513865,0.1926083159789464,0.6780924378981508,0.1693399385618346,1.0,66
Biomedicine,HSAD_spectral_consistency,0.5906606435021207,0.17680740304263115,0.5934680902163759,0.1360151903573534,0.9915173684595844,66
Biomedicine,HSAD_temporal_stability,0.5393129611819062,0.3165785108951229,0.6775464198418987,0.0,0.9584016247874094,66
Biomedicine,HSAD_confidence_score,0.5670472230984902,0.18678471327273943,0.6079758867489391,0.1335904077141492,0.9642695081890028,66
Biomedicine,HSAD_hallucination_probability,0.3637203273895895,0.18971161830693203,0.33992288449072705,0.0253789829931821,0.9966545235695088,66
Biomedicine,SIRG_semantic_grounding,0.8089648739070416,0.17582668146833516,0.8304947618015678,0.0973838966228479,1.0,66
Biomedicine,SIRG_linking_ratio,0.33973468504744414,0.1346787299197711,0.34130285591590437,0.0162905038565353,0.7548159130845354,66
Biomedicine,SIRG_attribution_consistency,0.5572934409476074,0.2536234865025127,0.5182367025295465,0.0727719573009698,1.0,66
Biomedicine,SIRG_sirg_score,0.7803188176855138,0.18668929218645808,0.7984657703935426,0.119750870604663,1.0,66
